surface_form,normalized_form,feature_type,feature_name,mapping_type,evidence_level
Grapefruit Leaf,grapefruit leaf,NOTE,Grapefruit Leaf,LEVEL_A_DIRECT,A
Grapefruit Peel,grapefruit peel,NOTE,Grapefruit Peel,LEVEL_A_DIRECT,A
Grapefruit Soda,grapefruit soda,NOTE,Grapefruit Soda,LEVEL_A_DIRECT,A
Graperfuit,graperfuit,NOTE,Graperfuit,LEVEL_A_DIRECT,A
Grapes,grapes,NOTE,Grapes,LEVEL_A_DIRECT,A
Graphite,graphite,NOTE,Graphite,LEVEL_A_DIRECT,A
Grass,grass,NOTE,Grass,LEVEL_A_DIRECT,A
Grass Tree,grass tree,NOTE,Grass Tree,LEVEL_A_DIRECT,A
Grasse Rose,grasse rose,NOTE,Grasse Rose,LEVEL_A_DIRECT,A
Gray Musk,gray musk,NOTE,Gray Musk,LEVEL_A_DIRECT,A
Grease,grease,NOTE,Grease,LEVEL_A_DIRECT,A
Great Burnet,great burnet,NOTE,Great Burnet,LEVEL_A_DIRECT,A
green,green,ACCORD,green,LEVEL_A_DIRECT,A
Green Accord,green accord,NOTE,Green Accord,LEVEL_A_DIRECT,A
Green Almond,green almond,NOTE,Green Almond,LEVEL_A_DIRECT,A
Green Anjou Pears,green anjou pears,NOTE,Green Anjou Pears,LEVEL_A_DIRECT,A
Green Apple,green apple,NOTE,Green Apple,LEVEL_A_DIRECT,A
Green Banana,green banana,NOTE,Green Banana,LEVEL_A_DIRECT,A
Green Bell Pepper,green bell pepper,NOTE,Green Bell Pepper,LEVEL_A_DIRECT,A
Green Branches,green branches,NOTE,Green Branches,LEVEL_A_DIRECT,A
Green Chilli,green chilli,NOTE,Green Chilli,LEVEL_A_DIRECT,A
Green Coconut,green coconut,NOTE,Green Coconut,LEVEL_A_DIRECT,A
Green Coffee,green coffee,NOTE,Green Coffee,LEVEL_A_DIRECT,A
Green Coriander,green coriander,NOTE,Green Coriander,LEVEL_A_DIRECT,A
Green Forest,green forest,NOTE,Green Forest,LEVEL_A_DIRECT,A
Green Grape,green grape,NOTE,Green Grape,LEVEL_A_DIRECT,A
Green Grass,green grass,NOTE,Green Grass,LEVEL_A_DIRECT,A
Green Leaves,green leaves,NOTE,Green Leaves,LEVEL_A_DIRECT,A
Green Lilac,green lilac,NOTE,Green Lilac,LEVEL_A_DIRECT,A
Green Lily,green lily,NOTE,Green Lily,LEVEL_A_DIRECT,A
Green Lotus,green lotus,NOTE,Green Lotus,LEVEL_A_DIRECT,A
Green Mandarin,green mandarin,NOTE,Green Mandarin,LEVEL_A_DIRECT,A
Green Mango,green mango,NOTE,Green Mango,LEVEL_A_DIRECT,A
Green Nard,green nard,NOTE,Green Nard,LEVEL_A_DIRECT,A
Green Notes,green notes,NOTE,Green Notes,LEVEL_A_DIRECT,A
Green Orange,green orange,NOTE,Green Orange,LEVEL_A_DIRECT,A
Green Orchid,green orchid,NOTE,Green Orchid,LEVEL_A_DIRECT,A
Green Pear,green pear,NOTE,Green Pear,LEVEL_A_DIRECT,A
Green Pepper,green pepper,NOTE,Green Pepper,LEVEL_A_DIRECT,A
Green Plum,green plum,NOTE,Green Plum,LEVEL_A_DIRECT,A
Green Sap,green sap,NOTE,Green Sap,LEVEL_A_DIRECT,A
Green Tangerine,green tangerine,NOTE,Green Tangerine,LEVEL_A_DIRECT,A
Green Tea,green tea,NOTE,Green Tea,LEVEL_A_DIRECT,A
Green Tea Flower,green tea flower,NOTE,Green Tea Flower,LEVEL_A_DIRECT,A
Greengage,greengage,NOTE,Greengage,LEVEL_A_DIRECT,A
Grenadine,grenadine,NOTE,Grenadine,LEVEL_A_DIRECT,A
Grevillea,grevillea,NOTE,Grevillea,LEVEL_A_DIRECT,A
Griotte Cherries,griotte cherries,NOTE,Griotte Cherries,LEVEL_A_DIRECT,A
Grisalva,grisalva,NOTE,Grisalva,LEVEL_A_DIRECT,A
Gromwell,gromwell,NOTE,Gromwell,LEVEL_A_DIRECT,A
Ground Cherry,ground cherry,NOTE,Ground Cherry,LEVEL_A_DIRECT,A
Guaiac Wood,guaiac wood,NOTE,Guaiac Wood,LEVEL_A_DIRECT,A
Guaiac Wood Resin,guaiac wood resin,NOTE,Guaiac Wood Resin,LEVEL_A_DIRECT,A
Guaiacol,guaiacol,NOTE,Guaiacol,LEVEL_A_DIRECT,A
Guao or Maiden Plum,guao or maiden plum,NOTE,Guao or Maiden Plum,LEVEL_A_DIRECT,A
Guarana,guarana,NOTE,Guarana,LEVEL_A_DIRECT,A
Guatemalan Cardamom,guatemalan cardamom,NOTE,Guatemalan Cardamom,LEVEL_A_DIRECT,A
Guava,guava,NOTE,Guava,LEVEL_A_DIRECT,A
Guava blossom,guava blossom,NOTE,Guava blossom,LEVEL_A_DIRECT,A
Guayacan,guayacan,NOTE,Guayacan,LEVEL_A_DIRECT,A
Guinea Pepper,guinea pepper,NOTE,Guinea Pepper,LEVEL_A_DIRECT,A
Gummy Candies,gummy candies,NOTE,Gummy Candies,LEVEL_A_DIRECT,A
Gun Smoke,gun smoke,NOTE,Gun Smoke,LEVEL_A_DIRECT,A
gunpowder,gunpowder,NOTE,gunpowder,LEVEL_A_DIRECT,A
Gurjan balsam,gurjan balsam,NOTE,Gurjan balsam,LEVEL_A_DIRECT,A
Gurjun Balsam,gurjun balsam,NOTE,Gurjun Balsam,LEVEL_A_DIRECT,A
Gustavia Flower,gustavia flower,NOTE,Gustavia Flower,LEVEL_A_DIRECT,A
Gyokuro Tea,gyokuro tea,NOTE,Gyokuro Tea,LEVEL_A_DIRECT,A
Génépi,génépi,NOTE,Génépi,LEVEL_A_DIRECT,A
Habanolide®,habanolide®,NOTE,Habanolide®,LEVEL_A_DIRECT,A
Hair Pomade,hair pomade,NOTE,Hair Pomade,LEVEL_A_DIRECT,A
Haitian Vetiver,haitian vetiver,NOTE,Haitian Vetiver,LEVEL_A_DIRECT,A
Halva,halva,NOTE,Halva,LEVEL_A_DIRECT,A
Ham,ham,NOTE,Ham,LEVEL_A_DIRECT,A
Hamanasu,hamanasu,NOTE,Hamanasu,LEVEL_A_DIRECT,A
Hamanasu or Japanese Rose,hamanasu or japanese rose,NOTE,Hamanasu or Japanese Rose,LEVEL_A_DIRECT,A
Hand Cream,hand cream,NOTE,Hand Cream,LEVEL_A_DIRECT,A
Hashish,hashish,NOTE,Hashish,LEVEL_A_DIRECT,A
hassaku,hassaku,NOTE,hassaku,LEVEL_A_DIRECT,A
Hat straw,hat straw,NOTE,Hat straw,LEVEL_A_DIRECT,A
Hatkora lemon,hatkora lemon,NOTE,Hatkora lemon,LEVEL_A_DIRECT,A
Hawaiian Fruits,hawaiian fruits,NOTE,Hawaiian Fruits,LEVEL_A_DIRECT,A
Hawaiian Jasmine,hawaiian jasmine,NOTE,Hawaiian Jasmine,LEVEL_A_DIRECT,A
Hawthorn,hawthorn,NOTE,Hawthorn,LEVEL_A_DIRECT,A
Hay,hay,NOTE,Hay,LEVEL_A_DIRECT,A
Hazel Bloosom,hazel bloosom,NOTE,Hazel Bloosom,LEVEL_A_DIRECT,A
Hazelnut,hazelnut,NOTE,Hazelnut,LEVEL_A_DIRECT,A
Hazelnut cocoa spread,hazelnut cocoa spread,NOTE,Hazelnut cocoa spread,LEVEL_A_DIRECT,A
Head Space Waterfall,head space waterfall,NOTE,Head Space Waterfall,LEVEL_A_DIRECT,A
Healingwood,healingwood,NOTE,Healingwood,LEVEL_A_DIRECT,A
Heated metal,heated metal,NOTE,Heated metal,LEVEL_A_DIRECT,A
heather,heather,NOTE,heather,LEVEL_A_DIRECT,A
Hedione,hedione,NOTE,Hedione,LEVEL_A_DIRECT,A
Heliotrope,heliotrope,NOTE,Heliotrope,LEVEL_A_DIRECT,A
Hellebore flower,hellebore flower,NOTE,Hellebore flower,LEVEL_A_DIRECT,A
Helvetolide,helvetolide,NOTE,Helvetolide,LEVEL_A_DIRECT,A
Hemlock,hemlock,NOTE,Hemlock,LEVEL_A_DIRECT,A
Henna,henna,NOTE,Henna,LEVEL_A_DIRECT,A
herbal,herbal,ACCORD,herbal,LEVEL_A_DIRECT,A
Herbal Notes,herbal notes,NOTE,Herbal Notes,LEVEL_A_DIRECT,A
Hexenyl Green,hexenyl green,NOTE,Hexenyl Green,LEVEL_A_DIRECT,A
Hexyl acetate,hexyl acetate,NOTE,Hexyl acetate,LEVEL_A_DIRECT,A
Hi-Fi,hi-fi,NOTE,Hi-Fi,LEVEL_A_DIRECT,A
Hiacynth,hiacynth,NOTE,Hiacynth,LEVEL_A_DIRECT,A
Hiba,hiba,NOTE,Hiba,LEVEL_A_DIRECT,A
Hibiscus,hibiscus,NOTE,Hibiscus,LEVEL_A_DIRECT,A
Hibiscus Blossom,hibiscus blossom,NOTE,Hibiscus Blossom,LEVEL_A_DIRECT,A
Hibiscus leaves,hibiscus leaves,NOTE,Hibiscus leaves,LEVEL_A_DIRECT,A
Hibiscus Seed,hibiscus seed,NOTE,Hibiscus Seed,LEVEL_A_DIRECT,A
Himalayan Cedar,himalayan cedar,NOTE,Himalayan Cedar,LEVEL_A_DIRECT,A
Himalayan Geranium,himalayan geranium,NOTE,Himalayan Geranium,LEVEL_A_DIRECT,A
Himalayan Poppy,himalayan poppy,NOTE,Himalayan Poppy,LEVEL_A_DIRECT,A
Hina,hina,NOTE,Hina,LEVEL_A_DIRECT,A
Hindinol,hindinol,NOTE,Hindinol,LEVEL_A_DIRECT,A
Hinoki,hinoki,NOTE,Hinoki,LEVEL_A_DIRECT,A
Hinoki incense,hinoki incense,NOTE,Hinoki incense,LEVEL_A_DIRECT,A
Hinoki Wood,hinoki wood,NOTE,Hinoki Wood,LEVEL_A_DIRECT,A
Hivernal®,hivernal®,NOTE,Hivernal®,LEVEL_A_DIRECT,A
Ho Wood,ho wood,NOTE,Ho Wood,LEVEL_A_DIRECT,A
Hoary Stock,hoary stock,NOTE,Hoary Stock,LEVEL_A_DIRECT,A
Hog Plum,hog plum,NOTE,Hog Plum,LEVEL_A_DIRECT,A
Holly,holly,NOTE,Holly,LEVEL_A_DIRECT,A
Holly Flower,holly flower,NOTE,Holly Flower,LEVEL_A_DIRECT,A
Hollyhock,hollyhock,NOTE,Hollyhock,LEVEL_A_DIRECT,A
Holy Water,holy water,NOTE,Holy Water,LEVEL_A_DIRECT,A
honey,honey,ACCORD,honey,LEVEL_A_DIRECT,A
Honey,honey,NOTE,Honey,LEVEL_A_DIRECT,A
Honeybush or Cyclopia,honeybush or cyclopia,NOTE,Honeybush or Cyclopia,LEVEL_A_DIRECT,A
Honeycomb,honeycomb,NOTE,Honeycomb,LEVEL_A_DIRECT,A
Honeydew Blossom,honeydew blossom,NOTE,Honeydew Blossom,LEVEL_A_DIRECT,A
Honeydew Melon,honeydew melon,NOTE,Honeydew Melon,LEVEL_A_DIRECT,A
Honeysuckle,honeysuckle,NOTE,Honeysuckle,LEVEL_A_DIRECT,A
Hookah,hookah,NOTE,Hookah,LEVEL_A_DIRECT,A
Hops,hops,NOTE,Hops,LEVEL_A_DIRECT,A
Horchata,horchata,NOTE,Horchata,LEVEL_A_DIRECT,A
Horse skin,horse skin,NOTE,Horse skin,LEVEL_A_DIRECT,A
Horsepower,horsepower,NOTE,Horsepower,LEVEL_A_DIRECT,A
Horseweed,horseweed,NOTE,Horseweed,LEVEL_A_DIRECT,A
Hortensia,hortensia,NOTE,Hortensia,LEVEL_A_DIRECT,A
Hot Chocolate,hot chocolate,NOTE,Hot Chocolate,LEVEL_A_DIRECT,A
hot iron,hot iron,ACCORD,hot iron,LEVEL_A_DIRECT,A
Hot iron,hot iron,NOTE,Hot iron,LEVEL_A_DIRECT,A
"Hoya carnosa, wax plant","hoya carnosa, wax plant",NOTE,"Hoya carnosa, wax plant",LEVEL_A_DIRECT,A
Huang Lian,huang lian,NOTE,Huang Lian,LEVEL_A_DIRECT,A
Hungarian oakmoss,hungarian oakmoss,NOTE,Hungarian oakmoss,LEVEL_A_DIRECT,A
Hyacinth,hyacinth,NOTE,Hyacinth,LEVEL_A_DIRECT,A
Hyraceum,hyraceum,NOTE,Hyraceum,LEVEL_A_DIRECT,A
Hyrax,hyrax,NOTE,Hyrax,LEVEL_A_DIRECT,A
Hyssop,hyssop,NOTE,Hyssop,LEVEL_A_DIRECT,A
Ice,ice,NOTE,Ice,LEVEL_A_DIRECT,A
Ice cream,ice cream,NOTE,Ice cream,LEVEL_A_DIRECT,A
Ice Wine,ice wine,NOTE,Ice Wine,LEVEL_A_DIRECT,A
Iced Lemon,iced lemon,NOTE,Iced Lemon,LEVEL_A_DIRECT,A
Iced Tea,iced tea,NOTE,Iced Tea,LEVEL_A_DIRECT,A
Icing pink,icing pink,NOTE,Icing pink,LEVEL_A_DIRECT,A
Immortelle,immortelle,NOTE,Immortelle,LEVEL_A_DIRECT,A
Impatiens,impatiens,NOTE,Impatiens,LEVEL_A_DIRECT,A
Incense,incense,NOTE,Incense,LEVEL_A_DIRECT,A
Incienso,incienso,NOTE,Incienso,LEVEL_A_DIRECT,A
Indian Ginger,indian ginger,NOTE,Indian Ginger,LEVEL_A_DIRECT,A
Indian Jasmine,indian jasmine,NOTE,Indian Jasmine,LEVEL_A_DIRECT,A
Indian Lotus,indian lotus,NOTE,Indian Lotus,LEVEL_A_DIRECT,A
Indian Mandarin,indian mandarin,NOTE,Indian Mandarin,LEVEL_A_DIRECT,A
Indian Mango,indian mango,NOTE,Indian Mango,LEVEL_A_DIRECT,A
Indian Mimosa,indian mimosa,NOTE,Indian Mimosa,LEVEL_A_DIRECT,A
Indian Oud,indian oud,NOTE,Indian Oud,LEVEL_A_DIRECT,A
Indian Patchouli,indian patchouli,NOTE,Indian Patchouli,LEVEL_A_DIRECT,A
Indian Pepper,indian pepper,NOTE,Indian Pepper,LEVEL_A_DIRECT,A
Indian Saffron,indian saffron,NOTE,Indian Saffron,LEVEL_A_DIRECT,A
Indian Sandalwood,indian sandalwood,NOTE,Indian Sandalwood,LEVEL_A_DIRECT,A
Indian Spices,indian spices,NOTE,Indian Spices,LEVEL_A_DIRECT,A
Indian Tea,indian tea,NOTE,Indian Tea,LEVEL_A_DIRECT,A
Indian Tuberose,indian tuberose,NOTE,Indian Tuberose,LEVEL_A_DIRECT,A
Indian Vanilla,indian vanilla,NOTE,Indian Vanilla,LEVEL_A_DIRECT,A
Indian White Pepper,indian white pepper,NOTE,Indian White Pepper,LEVEL_A_DIRECT,A
Indian woods,indian woods,NOTE,Indian woods,LEVEL_A_DIRECT,A
Indole,indole,NOTE,Indole,LEVEL_A_DIRECT,A
Indonesian Carnation,indonesian carnation,NOTE,Indonesian Carnation,LEVEL_A_DIRECT,A
Indonesian Jasmine,indonesian jasmine,NOTE,Indonesian Jasmine,LEVEL_A_DIRECT,A
Indonesian Myrrh,indonesian myrrh,NOTE,Indonesian Myrrh,LEVEL_A_DIRECT,A
Indonesian Nutmeg,indonesian nutmeg,NOTE,Indonesian Nutmeg,LEVEL_A_DIRECT,A
Indonesian Oud,indonesian oud,NOTE,Indonesian Oud,LEVEL_A_DIRECT,A
Indonesian Patchouli Leaf,indonesian patchouli leaf,NOTE,Indonesian Patchouli Leaf,LEVEL_A_DIRECT,A
Indonesian Pepper,indonesian pepper,NOTE,Indonesian Pepper,LEVEL_A_DIRECT,A
industrial glue,industrial glue,ACCORD,industrial glue,LEVEL_A_DIRECT,A
Industrial glue,industrial glue,NOTE,Industrial glue,LEVEL_A_DIRECT,A
Ink,ink,NOTE,Ink,LEVEL_A_DIRECT,A
Inkstick,inkstick,NOTE,Inkstick,LEVEL_A_DIRECT,A
Instant film accord,instant film accord,NOTE,Instant film accord,LEVEL_A_DIRECT,A
Inula,inula,NOTE,Inula,LEVEL_A_DIRECT,A
Iodine,iodine,NOTE,Iodine,LEVEL_A_DIRECT,A
Ionones,ionones,NOTE,Ionones,LEVEL_A_DIRECT,A
Iran Galbanum,iran galbanum,NOTE,Iran Galbanum,LEVEL_A_DIRECT,A
iris,iris,ACCORD,iris,LEVEL_A_DIRECT,A
Iris,iris,NOTE,Iris,LEVEL_A_DIRECT,A
Iris Butter,iris butter,NOTE,Iris Butter,LEVEL_A_DIRECT,A
Iris Flower,iris flower,NOTE,Iris Flower,LEVEL_A_DIRECT,A
Iris leaf,iris leaf,NOTE,Iris leaf,LEVEL_A_DIRECT,A
Iris Pallida,iris pallida,NOTE,Iris Pallida,LEVEL_A_DIRECT,A
Iris Petals,iris petals,NOTE,Iris Petals,LEVEL_A_DIRECT,A
Ironwood,ironwood,NOTE,Ironwood,LEVEL_A_DIRECT,A
Isabella Grape,isabella grape,NOTE,Isabella Grape,LEVEL_A_DIRECT,A
"Ishpink, Ocotea Quixos","ishpink, ocotea quixos",NOTE,"Ishpink, Ocotea Quixos",LEVEL_A_DIRECT,A
Island Musk,island musk,NOTE,Island Musk,LEVEL_A_DIRECT,A
Iso E Super,iso e super,NOTE,Iso E Super,LEVEL_A_DIRECT,A
Isobutyl Quinoline,isobutyl quinoline,NOTE,Isobutyl Quinoline,LEVEL_A_DIRECT,A
Israeli Basil,israeli basil,NOTE,Israeli Basil,LEVEL_A_DIRECT,A
Italian Cypress,italian cypress,NOTE,Italian Cypress,LEVEL_A_DIRECT,A
Italian Iris,italian iris,NOTE,Italian Iris,LEVEL_A_DIRECT,A
Italian Jasmine,italian jasmine,NOTE,Italian Jasmine,LEVEL_A_DIRECT,A
Italian Lemon,italian lemon,NOTE,Italian Lemon,LEVEL_A_DIRECT,A
Italian Mandarin,italian mandarin,NOTE,Italian Mandarin,LEVEL_A_DIRECT,A
Italian Melon,italian melon,NOTE,Italian Melon,LEVEL_A_DIRECT,A
Italian Orange,italian orange,NOTE,Italian Orange,LEVEL_A_DIRECT,A
Italian Orris Root,italian orris root,NOTE,Italian Orris Root,LEVEL_A_DIRECT,A
Italian Tangerine,italian tangerine,NOTE,Italian Tangerine,LEVEL_A_DIRECT,A
Italian Violet,italian violet,NOTE,Italian Violet,LEVEL_A_DIRECT,A
Ivy,ivy,NOTE,Ivy,LEVEL_A_DIRECT,A
Jabuticaba,jabuticaba,NOTE,Jabuticaba,LEVEL_A_DIRECT,A
Jacaranda,jacaranda,NOTE,Jacaranda,LEVEL_A_DIRECT,A
Jackfruit,jackfruit,NOTE,Jackfruit,LEVEL_A_DIRECT,A
Jade Flower,jade flower,NOTE,Jade Flower,LEVEL_A_DIRECT,A
Jambu,jambu,NOTE,Jambu,LEVEL_A_DIRECT,A
Japanese Bamboo Leaf,japanese bamboo leaf,NOTE,Japanese Bamboo Leaf,LEVEL_A_DIRECT,A
Japanese Cherry Blossom,japanese cherry blossom,NOTE,Japanese Cherry Blossom,LEVEL_A_DIRECT,A
Japanese Citruses,japanese citruses,NOTE,Japanese Citruses,LEVEL_A_DIRECT,A
Japanese Cypress,japanese cypress,NOTE,Japanese Cypress,LEVEL_A_DIRECT,A
Japanese Gardenia,japanese gardenia,NOTE,Japanese Gardenia,LEVEL_A_DIRECT,A
Japanese Green Tea,japanese green tea,NOTE,Japanese Green Tea,LEVEL_A_DIRECT,A
Japanese Incense,japanese incense,NOTE,Japanese Incense,LEVEL_A_DIRECT,A
Japanese Lemon,japanese lemon,NOTE,Japanese Lemon,LEVEL_A_DIRECT,A
Japanese Loquat,japanese loquat,NOTE,Japanese Loquat,LEVEL_A_DIRECT,A
Japanese Orange,japanese orange,NOTE,Japanese Orange,LEVEL_A_DIRECT,A
Japanese Orchid,japanese orchid,NOTE,Japanese Orchid,LEVEL_A_DIRECT,A
Japanese Osmanthus,japanese osmanthus,NOTE,Japanese Osmanthus,LEVEL_A_DIRECT,A
Japanese pepper,japanese pepper,NOTE,Japanese pepper,LEVEL_A_DIRECT,A
Japanese Pink Lotus,japanese pink lotus,NOTE,Japanese Pink Lotus,LEVEL_A_DIRECT,A
Japanese Plum,japanese plum,NOTE,Japanese Plum,LEVEL_A_DIRECT,A
Jarana Flower,jarana flower,NOTE,Jarana Flower,LEVEL_A_DIRECT,A
Jasmine,jasmine,NOTE,Jasmine,LEVEL_A_DIRECT,A
Jasmine Leaf,jasmine leaf,NOTE,Jasmine Leaf,LEVEL_A_DIRECT,A
Jasmine Orchid,jasmine orchid,NOTE,Jasmine Orchid,LEVEL_A_DIRECT,A
Jasmine Sambac,jasmine sambac,NOTE,Jasmine Sambac,LEVEL_A_DIRECT,A
Jasmine Tea,jasmine tea,NOTE,Jasmine Tea,LEVEL_A_DIRECT,A
Jasmolactone,jasmolactone,NOTE,Jasmolactone,LEVEL_A_DIRECT,A
Jasmone,jasmone,NOTE,Jasmone,LEVEL_A_DIRECT,A
Jatamansi or Spikenard,jatamansi or spikenard,NOTE,Jatamansi or Spikenard,LEVEL_A_DIRECT,A
Java vetiver oil,java vetiver oil,NOTE,Java vetiver oil,LEVEL_A_DIRECT,A
Javanol,javanol,NOTE,Javanol,LEVEL_A_DIRECT,A
Jeans,jeans,NOTE,Jeans,LEVEL_A_DIRECT,A
Jelly,jelly,NOTE,Jelly,LEVEL_A_DIRECT,A
Jellybean,jellybean,NOTE,Jellybean,LEVEL_A_DIRECT,A
Jin Xuan tea leaves,jin xuan tea leaves,NOTE,Jin Xuan tea leaves,LEVEL_A_DIRECT,A
Jiuniang (Sweet Fermented Rice Wine),jiuniang (sweet fermented rice wine),NOTE,Jiuniang (Sweet Fermented Rice Wine),LEVEL_A_DIRECT,A
Jobs tears (Yi Yi Ren),jobs tears (yi yi ren),NOTE,Jobs tears (Yi Yi Ren),LEVEL_A_DIRECT,A
Jojoba,jojoba,NOTE,Jojoba,LEVEL_A_DIRECT,A
Jonquille,jonquille,NOTE,Jonquille,LEVEL_A_DIRECT,A
Juicy Apricot,juicy apricot,NOTE,Juicy Apricot,LEVEL_A_DIRECT,A
Jujube,jujube,NOTE,Jujube,LEVEL_A_DIRECT,A
Jujube Blossom,jujube blossom,NOTE,Jujube Blossom,LEVEL_A_DIRECT,A
Juniper,juniper,NOTE,Juniper,LEVEL_A_DIRECT,A
Juniper Berries,juniper berries,NOTE,Juniper Berries,LEVEL_A_DIRECT,A
juniper berry,juniper berry,NOTE,juniper berry,LEVEL_A_DIRECT,A
Kabosu,kabosu,NOTE,Kabosu,LEVEL_A_DIRECT,A
Kadam,kadam,NOTE,Kadam,LEVEL_A_DIRECT,A
Kaempferia Galanga,kaempferia galanga,NOTE,Kaempferia Galanga,LEVEL_A_DIRECT,A
Kaffir Lime,kaffir lime,NOTE,Kaffir Lime,LEVEL_A_DIRECT,A
Kangaroo Paw,kangaroo paw,NOTE,Kangaroo Paw,LEVEL_A_DIRECT,A
Kanuka,kanuka,NOTE,Kanuka,LEVEL_A_DIRECT,A
Karmaflor®,karmaflor®,NOTE,Karmaflor®,LEVEL_A_DIRECT,A
Karo Karounde,karo karounde,NOTE,Karo Karounde,LEVEL_A_DIRECT,A
Karo-Korund,karo-korund,NOTE,Karo-Korund,LEVEL_A_DIRECT,A
Kashmir wood,kashmir wood,NOTE,Kashmir wood,LEVEL_A_DIRECT,A
Katrafay,katrafay,NOTE,Katrafay,LEVEL_A_DIRECT,A
Katsura leaf,katsura leaf,NOTE,Katsura leaf,LEVEL_A_DIRECT,A
Kava Drink,kava drink,NOTE,Kava Drink,LEVEL_A_DIRECT,A
Keemun Tea,keemun tea,NOTE,Keemun Tea,LEVEL_A_DIRECT,A
Kenya Rosewood,kenya rosewood,NOTE,Kenya Rosewood,LEVEL_A_DIRECT,A
Kephalis,kephalis,NOTE,Kephalis,LEVEL_A_DIRECT,A
Kewra,kewra,NOTE,Kewra,LEVEL_A_DIRECT,A
Khella,khella,NOTE,Khella,LEVEL_A_DIRECT,A
Kir Royal,kir royal,NOTE,Kir Royal,LEVEL_A_DIRECT,A
Kiwi,kiwi,NOTE,Kiwi,LEVEL_A_DIRECT,A
Kiwi Flower,kiwi flower,NOTE,Kiwi Flower,LEVEL_A_DIRECT,A
Kiwi Jam,kiwi jam,NOTE,Kiwi Jam,LEVEL_A_DIRECT,A
Knafeh,knafeh,NOTE,Knafeh,LEVEL_A_DIRECT,A
Kombucha,kombucha,NOTE,Kombucha,LEVEL_A_DIRECT,A
Kopi Luwak Coffee,kopi luwak coffee,NOTE,Kopi Luwak Coffee,LEVEL_A_DIRECT,A
Kowhai,kowhai,NOTE,Kowhai,LEVEL_A_DIRECT,A
Kudzu,kudzu,NOTE,Kudzu,LEVEL_A_DIRECT,A
Kulfi,kulfi,NOTE,Kulfi,LEVEL_A_DIRECT,A
Kumbaru,kumbaru,NOTE,Kumbaru,LEVEL_A_DIRECT,A
Kumquat,kumquat,NOTE,Kumquat,LEVEL_A_DIRECT,A
Kunafa,kunafa,NOTE,Kunafa,LEVEL_A_DIRECT,A
Kunzea,kunzea,NOTE,Kunzea,LEVEL_A_DIRECT,A
Kyara Incense,kyara incense,NOTE,Kyara Incense,LEVEL_A_DIRECT,A
Kyara wood,kyara wood,NOTE,Kyara wood,LEVEL_A_DIRECT,A
Kyoto Rose petals,kyoto rose petals,NOTE,Kyoto Rose petals,LEVEL_A_DIRECT,A
Kyphi,kyphi,NOTE,Kyphi,LEVEL_A_DIRECT,A
Labdanum,labdanum,NOTE,Labdanum,LEVEL_A_DIRECT,A
Laburnum,laburnum,NOTE,Laburnum,LEVEL_A_DIRECT,A
Lace,lace,NOTE,Lace,LEVEL_A_DIRECT,A
Lacquered Wood,lacquered wood,NOTE,Lacquered Wood,LEVEL_A_DIRECT,A
Lactones,lactones,NOTE,Lactones,LEVEL_A_DIRECT,A
lactonic,lactonic,ACCORD,lactonic,LEVEL_A_DIRECT,A
Lady of the Night Flower,lady of the night flower,NOTE,Lady of the Night Flower,LEVEL_A_DIRECT,A
Lady Slipper Orchid,lady slipper orchid,NOTE,Lady Slipper Orchid,LEVEL_A_DIRECT,A
Lamduan Flower,lamduan flower,NOTE,Lamduan Flower,LEVEL_A_DIRECT,A
Laminaria,laminaria,NOTE,Laminaria,LEVEL_A_DIRECT,A
Lamprocapnos,lamprocapnos,NOTE,Lamprocapnos,LEVEL_A_DIRECT,A
Lantana,lantana,NOTE,Lantana,LEVEL_A_DIRECT,A
Lantana leaves,lantana leaves,NOTE,Lantana leaves,LEVEL_A_DIRECT,A
Laotian Oud,laotian oud,NOTE,Laotian Oud,LEVEL_A_DIRECT,A
Lapsang Souchong Tea,lapsang souchong tea,NOTE,Lapsang Souchong Tea,LEVEL_A_DIRECT,A
Larch,larch,NOTE,Larch,LEVEL_A_DIRECT,A
Larkspur,larkspur,NOTE,Larkspur,LEVEL_A_DIRECT,A
latex,latex,NOTE,latex,LEVEL_A_DIRECT,A
Laurel Blossom,laurel blossom,NOTE,Laurel Blossom,LEVEL_A_DIRECT,A
Laurels,laurels,NOTE,Laurels,LEVEL_A_DIRECT,A
Laurissilva Forest,laurissilva forest,NOTE,Laurissilva Forest,LEVEL_A_DIRECT,A
Lava,lava,NOTE,Lava,LEVEL_A_DIRECT,A
lavender,lavender,ACCORD,lavender,LEVEL_A_DIRECT,A
Lavender,lavender,NOTE,Lavender,LEVEL_A_DIRECT,A
Lavender Extract,lavender extract,NOTE,Lavender Extract,LEVEL_A_DIRECT,A
leather,leather,ACCORD,leather,LEVEL_A_DIRECT,A
Leather,leather,NOTE,Leather,LEVEL_A_DIRECT,A
Leatherwood,leatherwood,NOTE,Leatherwood,LEVEL_A_DIRECT,A
Ledum,ledum,NOTE,Ledum,LEVEL_A_DIRECT,A
Lemon,lemon,NOTE,Lemon,LEVEL_A_DIRECT,A
Lemon Balm,lemon balm,NOTE,Lemon Balm,LEVEL_A_DIRECT,A
Lemon Blossom,lemon blossom,NOTE,Lemon Blossom,LEVEL_A_DIRECT,A
Lemon Leaf,lemon leaf,NOTE,Lemon Leaf,LEVEL_A_DIRECT,A
