표현,accord,해당군 수,해당군 비율,전체 비율,배수,배수 CI하한,순환,신호
포근한,musky,988,0.3584905660377358,0.31931351220691323,1.122691500149972,1.0666203380142611,False,False
포근한,soft spicy,317,0.11502177068214804,0.10289259527838208,1.1178819075459197,1.002113872730757,False,False
포근한,violet,169,0.06132075471698113,0.05575698976714205,1.0997859635729088,0.9391364187694161,False,False
포근한,anis,34,0.012336719883889695,0.011280315848843767,1.0936502177068215,0.728308294694591,False,False
포근한,floral,870,0.31567489114658925,0.3336556280718717,0.9461098947163292,0.8941020008059338,False,False
포근한,yellow floral,146,0.05297532656023222,0.05599871082104585,0.9460097524302763,0.7966767131556952,False,False
포근한,woody,1717,0.6230043541364296,0.6622351140117637,0.9407600729026924,0.9134377280821685,False,False
포근한,cherry,53,0.019230769230769232,0.020546289581822575,0.9359728506787331,0.6864186961372479,False,False
포근한,tobacco,92,0.033381712626995644,0.03641930545483845,0.916593883658502,0.7324460491051912,False,False
포근한,white floral,673,0.2441944847605225,0.27693175408911447,0.8817857871291374,0.8238673729756008,False,False
포근한,aldehydic,66,0.023947750362844702,0.028764805414551606,0.8325364979083071,0.6340989194067608,False,False
포근한,fruity,832,0.3018867924528302,0.3645153492869229,0.8281867774385665,0.7811664523021707,False,False
포근한,smoky,147,0.05333817126269957,0.06671501087744743,0.7994928062093772,0.6737423998166127,False,False
포근한,earthy,284,0.10304789550072568,0.13802272177906696,0.7466009521655028,0.6643634203571076,False,False
포근한,lavender,126,0.045718432510885344,0.06147772137619854,0.7436585398330249,0.6168108284545835,False,False
포근한,animalic,243,0.08817126269956459,0.11868503746676336,0.7429012500775941,0.6537062189547801,False,False
포근한,aromatic,825,0.2993468795355588,0.4123761179598743,0.7259074095185268,0.6844443011537723,False,False
포근한,metallic,33,0.011973875181422351,0.01651760535009266,0.724915926227477,0.4790655050301295,False,False
포근한,herbal,105,0.038098693759071114,0.05382322133591169,0.7078486350955563,0.575058113118532,False,False
